Subject	Course Number	Description
PMA	6400	This required seminar for the new graduate minor in media studies considers media from a wide number of perspectives, ranging from the methods of cinema and television studies to those of music, information science, communication, science and technology studies, and beyond. Historical and theoretical approaches to media are intertwined with meta-critical reflections on media studies as an interdisciplinary field of inquiry. Close attention will be paid to media&#039;s role in shaping and being shaped by race, ethnicity, class, gender, sexuality, and other politically constructed categories of identity and sociality.
PMA	6421	This course examines a range of exciting and provocative 20th- and 21st- century theoretical paradigms for thinking about literature, language and culture. These approaches provide differing, though often overlapping, entryways into theoretical analysis, including structuralism and post-structuralism, translation studies, Black studies, Afro-Diasporic Studies, postcolonial and decolonial studies, performance studies, media theory and cinema/media studies, the digital humanities, psychoanalysis and trauma theory, gender studies and queer studies, studies of the Anthropocene/environmental studies, and animal studies. Occasional invited guests, lectures and class discussions will provide students with a facility for close textual analysis, a knowledge of major currents of thought in the humanities, and an appreciation for the uniqueness and complexity of language and media.
PMA	6551	PMA
PMA	6701	This course explores nightlife as a temporality that fosters countercultural performances of the self and that serves as a site for the emergence of alternative kinship networks.  Focusing on queer communities of color, course participants will be asked to interrogate the ways in which nightlife demonstrates the queer world-making potential that exists beyond the normative 9-5 capitalist model of production. Performances of the everyday, alongside films, texts, and performance art, will be analyzed through a performance studies methodological lens.  Through close readings and sustained cultural analysis, students will acquire a critical understanding of the potentiality of spaces, places, and geographies codified as &quot;after hours&quot; in the development of subcultures, alternative sexualities, and emerging performance practices.
PMA	7000	Independent study in theatre allows graduate students the opportunity to pursue special interests not treated in regularly scheduled courses. A faculty member, who becomes the student&#039;s instructor for the course, must approve the student&#039;s program of study and agree to provide continuing supervision of the work.
PMA	7100	Provides graduate students in the field of Performing and Media Arts an opportunity to work directly with a faculty member to explore pedagogical theory and practice in undergraduate theatre classes in all areas of the curriculum.
PMA	7401	This production seminar is for students with basic documentary filmmaking skills who want to work with previously collected footage and/or are in production on a project in or around Ithaca. Over the course of the semester, students complete a documentary film based on an immersive engagement with their selected subject matter. Alongside watching and discussing relevant texts and films, students will complete exercises to help them focus their projects, build a cohesive narrative, learn script writing, brainstorm scene ideas, overcome narrative challenges, discover their aesthetic, and develop a film circulation plan. Students will regularly present new footage and scenes and explain their work in terms their goals for the final project. The course culminates in a public screening of students&#039; independent video projects.
PMA	9900	Graduate student course while working on thesis and research for dissertation.
POLSH	1131	In this course, students work on their ability to speak, write, read, and understand contemporary Polish. Students will also develop their intercultural competency. The instructor uses communicative language teaching with emphasis on structured input. Students use the textbook and workbook &quot;Hurra! Po polsku 1&quot; supplemented by Polish-English chapter dictionaries. This class covers chapters 0-9. If a student is not sure of his or her language level, he or she can contact the Polish instructor, Ewa Bachminska, at eb583@cornell.edu.
POLSH	2034	In this course, students continue working on their ability to speak, write, read, and understand contemporary Polish.  Students will also enhance their intercultural competency.  The instructor uses communicative language teaching with emphasis on structured input.  Students use the textbook and workbook &quot;Hurra!  Po polsku 2&quot; supplemented by Polish-English chapter dictionaries.  This class covers chapters 11-20.  If a student is not sure of his or her language level, he or she can contact the Polish instructor, Ewa Bachminska, at eb583@cornell.edu.
PORT	1220	A full-year introductory course intended for students with no knowledge of Portuguese and with limited or no knowledge of Spanish. Emphasis is placed upon the development of the fundamental communication skills: listening, speaking, reading, and writing.
PORT	2020	Intended for students who have already taken the first level of Portuguese, or as an intensive introductory course for those who are native/near native speakers of Spanish.* An all-skills course with particular emphasis on Brazilian Portuguese spoken within the contexts of its culture, it presents a fast-paced review focused on improving grammatical accuracy, pronunciation and on enriching vocabulary.
PSYCH	1102	This course provides an introduction to the science of the mind. Everyone knows what it&#039;s like to think and perceive, but this subjective experience provides little insight into how minds emerge from physical entities like brains. To address this issue, cognitive science integrates work from at least five disciplines: Psychology, Neuroscience, Computer Science, Linguistics, and Philosophy. This course introduces students to the insights these disciplines offer into the workings of the mind by exploring visual perception, attention, memory, learning, problem solving, language, and consciousness. 
PSYCH	1104	This section is highly recommended for students who are interested in learning about the topics covered in the main course through writing and discussion. 
PSYCH	1130	
PSYCH	1140	
PSYCH	1200	
PSYCH	2090	One of four introductory courses in cognition and perception. A comprehensive introduction to current thinking and research in developmental psychology that approaches topics from both psychobiological and cognitive perspectives. We will use a comparative approach to assess principles of development change. The course focuses on the development of perception, action, cognition, language, and social understanding in infancy and early childhood.
PSYCH	2091	This section is highly recommended for students who are interested in learning about the topics covered in the main course through writing and discussion. 
PSYCH	2150	Provides an introduction to the psychology of language. The purpose of the course is to introduce students to the scientific study of psycholinguistic phenomena. Covers a broad range of topics from psycholinguistics, including the origin of language, the different components of language (phonology, morphology, syntax, and semantics), processes involved in reading, computational modeling of language processes, the acquisition of language (both under normal and special circumstances), and the brain bases of language.
PSYCH	2800	Introduction to research and theory in social psychology. Topics include social influence, persuasion, and attitude change; social interaction and group phenomena; altruism and aggression; stereotyping and prejudice; everyday reasoning and judgment.
PSYCH	2801	Writing in the Majors section of PSYCH 2800. In addition to attending all the lectures in PSYCH 2800, students will attend an additional weekly seminar and all assessment is based on writing instead of exams. This course is an introduction to research and theory in social psychology, covering the same material as in PSYCH 2800 (social influence, persuasion, and attitude change; social interaction and group phenomena; altruism and aggression; stereotyping and prejudice; everyday reasoning and judgment).
PSYCH	2940	Effective judgments and decisions are critical to success in every avenue of life. This course will explore research on the principles of sound judgment and decision making, and on the ways in which people&#039;s judgments and decisions are prone to bias and error. The course aims to improve students&#039; critical thinking skills and to enable them to make better judgments and decisions in an increasingly complicated world. The course is taught by a team of psychologists and economists who draw on recent research in psychology and behavioral economics that can benefit the lives of students.
PSYCH	3140	This course states and motivates the observation that cognition is fundamentally a computational process and explores the implications of this idea. Students are introduced to a variety of conceptual tools for thinking about cognitive information processing, including statistical learning from experience and the use of patterns distilled from past experience in guiding future actions. They learn to apply these tools to gain understanding of perception, memory, motor control, language, action planning, problem solving, decision making, reasoning, intelligence, and creativity.
PSYCH	3150	Multidisciplinary discussion of the causes, effects, and treatments of human obesity. Topics include the biopsychology of eating behavior, the genetics of obesity, the role of activity and energy metabolism, the psychosocial determinants of obesity, anorexia nervosa, therapy and its effectiveness, and social discrimination.Multidisciplinary discussion of the causes, effects, and treatments of human obesity. Topics include the biopsychology of eating behavior, the genetics of obesity, the role of activity and energy metabolism, the psychosocial determinants of obesity, anorexia nervosa, therapy and its effectiveness, and social discrimination.
PSYCH	3160	Lab course designed to introduce students to experimental methods in auditory perception and cognition. Students complete a short computer-based course on experimental design and statistical analysis. Each student conducts an independent research project. This includes a review of the relevant literature, the collection and analysis of data, and a presentation of the findings. The projects are most frequently on a topic related to music but may also be related to speech or environmental sounds.
PSYCH	3250	A theoretical and empirical approach to the biological, psychological, and social (including cultural and historical) aspects of adult psychopathology. Readings range from Freud to topics in psychopharmacology. The major mental illnesses are covered, including schizophrenia as well as mood, anxiety, and personality disorders. Childhood disorders are not covered.
PSYCH	3280	Continues the field practicum experience from PSYCH 3270.
PSYCH	3310	Why do some children grow up well-adjusted and others do not? This course applies a developmental framework to understanding psychological disorders. We will consider the common disorders of childhood and adolescence; the individual contexts which promote risk versus resiliency; trends and trajectories in disorders over time; and the complex ethical issues associated with the diagnosis and treatment of disorders early in life.
PSYCH	3320	Surveys the approaches that have been or are currently being used in order to understand the biological bases for learning and memory. Topics include invertebrate, &quot;simple system&quot; approaches, avian song learning, hippocampal and cerebellar function, research using MRI in humans. Many of the readings are from primary literature.
PSYCH	3420	Our present technology allows us to transmit and display information through a variety of media. To make the most of these media channels, it is important to consider the limitations and abilities of the human observer. The course considers a number of applied aspects of human perception with an emphasis on the display of visual information. Topics include &quot;three-dimensional&quot; display systems, color theory, spatial and temporal limitations of the visual systems, attempts at subliminal communication, and &quot;visual&quot; effects in film and television.
PSYCH	3450	Humans are said to be &quot;social animals.&quot; This seminar provides an in-depth exploration of what it means to be social. Examples of topics to be covered include the fundamental need to belong and the affiliative system underlying cooperation; attachment and the proclivity to form strong affective ties throughout the life span; the biological bases of attraction and relationship formation; and the various consequences of thwarted relational needs, including the end of relationships through break-up, divorce, or death, and social alienation and chronic loneliness. We will focus on people&#039;s most intimate relationships – with partners, parents, and close friends – but will explore how our social nature is expressed in diverse ways – with unknown others, in social networks, and with political leaders, celebrities, and objects. These topics will be considered from diverse theoretical perspectives including work from social neuroscience, social, personality, developmental, cognitive, and evolutionary psychology, as well as drawing from work in communications, information science, sociology, and political science. Articles will be a combination of theoretical, review, or perspective pieces as well as empirical papers.
PSYCH	4210	
PSYCH	4320	A seminar series examining current and classical ideas in human sciences and the humanities.  Themes vary from semester to semester.
PSYCH	4382	The intricate relations between language and thought have stirred a heated debate from ancient philosophy to the era of modern science. Does language precede thought or vice versa? Do different languages create a different understanding of one&#039;s physical and social environment?  In this course we will examine some leading theories and empirical studies on the interconnections between these two complex abilities of the mind; and explore their developmental trajectories and interactions from infancy to adulthood.
PSYCH	4390	
PSYCH	4600	Neurons generate action potentials.  Brains underlie feeding, fighting, fleeing, and reproduction, also navigation, attention, sociality, art, and science.  What about the middle part?  This advanced seminar course examines the construction and transformations of neural representations that enable animals to comprehend and interact effectively with their environments. The curriculum emphasizes integration across levels of analysis and organization, including cellular and synaptic physiology, the emergent properties of networks, energy and information management, quantitative modeling, cognitive algorithms, and adaptive behavioral outcomes.
PSYCH	4700	Practice in planning, conducting, and reporting independent laboratory, field, and/or library research.
PSYCH	4710	Advanced experience in planning, conducting, and reporting independent laboratory, field, and/or library research. One, and preferably two, semesters of PSYCH 4700 is required. The research should be more independent and/or involve more demanding technical skills than that carried out in PSYCH 4700.
PSYCH	4800	
PSYCH	4850	
PSYCH	4910	Research methods are the tools that allow psychologists to test the validity of hypotheses. This course provides a survey of the methods used by scientists in personality and social psychology as well as related behavioral sciences to empirically test hypotheses. Specifically, this course will discuss the following topics: (1) philosophy of science; (2) research designs and methods; (3) data collection, analysis, and validity; (4) report writing; and (5) recurrent and emerging trends and issues in the field of research methods and quantitative analysis. The final project consists of writing a research proposal and giving a short oral presentation.
PSYCH	4940	
PSYCH	6000	This course is designed to introduce first-year graduates to the Psychology Department faculty through a weekly series of presentations of current research.
PSYCH	6140	This course states and motivates the observation that cognition is fundamentally a computational process and explores the implications of this idea. Students are introduced to a variety of conceptual tools for thinking about cognitive information processing, including statistical learning from experience and the use of patterns distilled from past experience in guiding future actions. They learn to apply these tools to gain understanding of perception, memory, motor control, language, action planning, problem solving, decision making, reasoning, intelligence, and creativity.
PSYCH	6210	Graduate seminar coupled with the Psychology Colloquium series. For 6-8 of the speakers, we read readings designated by the speaker in advance of their arrival, and meet with the speaker in the Thursday seminar. Intended for graduate students in the Field of Psychology who may register for this course without permission, all others please ask for permission from the instructor. Registration in both semesters is required.
PSYCH	6271	Course explores current issues in Psychology.  Topics vary by section.
PSYCH	6420	Our present technology allows us to transmit and display information through a variety of media. To make the most of these media channels, it is important to consider the limitations and abilities of the human observer. The course considers a number of applied aspects of human perception with an emphasis on the display of visual information. Topics include &quot;three-dimensional&quot; display systems, color theory, spatial and temporal limitations of the visual systems, attempts at subliminal communication, and &quot;visual&quot; effects in film and television.
PSYCH	6600	Neurons generate action potentials.  Brains underlie feeding, fighting, fleeing, and reproduction, also navigation, attention, sociality, art, and science.  What about the middle part?  This advanced seminar course examines the construction of neural circuits and systems that enable achievement of behavioral goals.  The curriculum emphasizes integration across levels of analysis and organizations, including cellular and synaptic physiology, the emergent properties of networks, energy and information management, quantitative modeling, cognitive algorithm, and adaptive behavioral outcomes.
PSYCH	6800	
PSYCH	6850	
PSYCH	6910	Research methods are the tools that allow psychologists to test the validity of hypotheses. This course provides a survey of the methods used by scientists in personality and social psychology as well as related behavioral sciences to empirically test hypotheses. Specifically, this course will discuss the following topics: (1) philosophy of science; (2) research designs and methods; (3) data collection, analysis, and validity; (4) report writing; and (5) recurrent and emerging trends and issues in the field of research methods and quantitative analysis. The final project consists of writing a research proposal and giving a short oral presentation.
PSYCH	7000	A graduate research seminar in biopsychology.
PSYCH	7090	One of four introductory courses in cognition and perception. A comprehensive introduction to current thinking and research in developmental psychology that approaches problems from both psychobiological and cognitive perspectives. We will use a comparative approach to assess principles of development change. The course focuses on the development of perception, action, cognition, language, and social understanding in infancy and early childhood.
PSYCH	7100	A graduate research seminar in human experimental psychology.
PSYCH	7160	Lab course designed to introduce students to experimental methods in auditory perception and cognition. Students complete a short computer-based course on experimental design and statistical analysis. Each student conducts an independent research project. This includes a review of the relevant literature, the collection and analysis of data, and a presentation of the findings. The projects are most frequently on a topic related to music.
PSYCH	7200	A graduate research seminar in social psychology and personality.
PSYCH	7760	Second semester of a year-long discussion-seminar course intended to give graduate students an in-depth understanding of current research and theory in social psychology. Emphasizes social cognition, but other topics, such as group dynamics, social influence, the social psychology of language, and emotional experience are covered.
PSYCH	9000	A graduate seminar on doctoral thesis research in biopsychology.
PSYCH	9100	A graduate seminar on doctoral thesis research in human experimental psychology.
PSYCH	9200	A graduate seminar on doctoral thesis research in social psychology and personality.
PUNJB	1122	This course introduces students to Punjabi, a major language of northern India and Pakistan. Beginning with the study of the Gurmukhi script, the course offers an intensive study of the speaking, reading, and writing of the language.  This is approached through the theme-based syllabus, a discussion in small groups and paired activities on the cultural background of Punjab and Punjabi culture.
PUNJB	2202	Further develops students&#039; skills in Punjabi, a major language of northern India and Pakistan. Continuing with the study of the Gurmukhi script, the course offers an intensive study of the speaking, reading, and writing of the language.  This is approached through the theme-based syllabus, a discussion in small groups and paired activities on the cultural background of Punjab and Punjabi culture.
QUECH	1220	1210-1220 is an introductory sequence that allows students to develop basic fluency in Quechua, the most widely spoken indigenous language in the Americas.  Students learn elements of Quechua&#039;s phonetics, vocabulary, morphology and syntax through an interactive approach and gain awareness of regional and dialectal differences.  The course focuses on oral and written skills, with emphasis on tasks based on familiar contexts of use.  It also introduces learners to the history, culture and geography of the Andes through exposure to cultural practices, proverbs, folklore, and artefacts of the region (e.g. textiles).  Students will reflect on Quechua as an endangered language and on the significance of keeping this very popular indigenous language of Latin America alive.
RELST	2204	This course is designed for students who are interested in reading the language of the Qur&#039;an with accuracy and understanding. The first week (4 classes) will be devoted to an introduction of the history of the Qur&#039;an: the revelation, collection, variant readings, and establishment of an authoritative edition. The last week will be devoted to a general overview of &quot;revisionist&quot; literature on the Qur&#039;an. In the remaining 12 weeks, we will cover all of Part 30 (Juz&#039; &#039;Amma, suuras 78-114) and three suuras of varying length (36, 19, and 12).
RELST	2208	In this course we will learn about the rich varieties of religious life in imperial China, focusing on major historical transformations between the tenth and sixteenth centuries. We will investigate the organization of pantheons and human relations with the divine, and consider how they might illuminate social relations. We will examine the ways in which religious rites and festivals helped to constitute social groupings such as families, communities, sects, and states. We will consider the roles of texts, theatrical performances, and clergy in transmitting and transforming understandings of the human, natural, and divine worlds. Finally, we will explore the spatial organization of the sacred in bodies, things, sites, and landscapes.
RELST	2250	This course will explore religious traditions in South Asia (Pakistan, India, and Sri Lanka) and East Asia (China, Japan, and Korea) including Hinduism, Buddhism (South Asian and East Asian), Sikhism, Confucianism, Daoism, and Shintō. We will also encounter a wide range of religious expressions, including myth, ritual, pilgrimage, mysticism, meditation, and other spiritual technologies.
RELST	2257	We are living in a period of mass extinctions of animals, insects, plants and mega-flora (trees) and widescale climate disruption. Our paradigms for making sense of what is being called &quot;the great unraveling&quot; are inadequate. In this course, we explore how various religious traditions have regarded the possible sentience of the non-human world and how discourses of apocalypse, cycles of dissolution and renewal, and stewardship, conservation and interdependence shape the ways religious people are responding to this emerging reality of unraveling ecosystems. We examine how protest movements have incorporated religious symbolism and actions. The goal of this course is to explore the ways that people relate to these realities at the level of what it means to be a human being in this moment. How are religious traditions responding to these emerging crises? How do traditions draw on existing paradigms and in what ways do religious communities address the dissonance when existing systems of understanding fail to account for the current realities? How do religious traditions offer moral imperatives for addressing these issues?
RELST	2279	Students will study Chinese myths from the earliest times. Focus will be on understanding how people have used myth to create and convey meaning, on examining the form Chinese myths take, and on considering how they are related to religion, literature, historical accounts, and intellectual trends.
RELST	2644	This course is an introduction to Jewish identities, values, and practices from the ancient to modern era. Organized thematically, it examines Judaism as a religious phenomenon, with a particular emphasis on its cultural and textual diversity across three millennia. Themes covered include creation, Sabbath, prayer, Jerusalem, pious customs, magic, reincarnation, revelation, among others. Throughout the semester students perform close readings of a wide selection of Jewish texts from the Bible, Talmud, kabbalah (mysticism), philosophy, liturgy, and modern Jewish thought. In what ways are these various traditions of Judaism interrelated and/or in tension with one another? In the face of the Jewish history&#039;s tremendous diversity, what is it that has unified Judaism and the Jewish people over the centuries? By exploring these types of questions, this course examines the appropriateness of defining Judaism as a religion, an ethnicity, a civilization, and/or a culture. Readings include introductory-level textbooks and essays, as well as a range of primary source materials in translation.
RELST	2853	Before Jewish politics, Jewish identity and Jewish philosophy, there was Jewish law. No other institution is more important to the history of Judaism and to the Jewish way of life. In this lecture course, we will explore the ways in which legal thought and legal discourse shaped Jewish experience and expression between the biblical age and the computer age. We will discover how the cultural meaning of law changed over time, how legal concepts shaped Jewish belief and Jewish behavior, and how the study of Jewish legal sources contributed to the emergence of modern constitutional thought in the Atlantic world.
RELST	3150	A selective survey of Western philosophical thought from the fourth to the 14th century. Topics include the problem of universals, the theory of knowledge and truth, the nature of free choice and practical reasoning, and philosophical theology. Readings (in translation) include Augustine, Boethius, Anselm, Abelard, Aquinas, Scotus, and Ockham. Some attention will be given to the development of ideas across the period and the influence of non-Western traditions on the West.
RELST	3341	This course will explore the origins and early developments of a movement in Indian Buddhism known as the Great Vehicle. We will intensively examine a small slice of this movement&#039;s voluminous literature so as to better understand its call for a new spiritual orientation within Buddhism. Topics of discussion will include the career of the bodhisattva, the lay/monk distinction, attitudes of Mahayanists toward women and other Buddhists, and the development of Buddhist utopias and transcendent buddhas. 
RELST	3344	This course will survey the rich and sophisticated tradition of Indian philosophical thought from its beginnings in the speculations of Upanishads, surveying debates between Hindus, Buddhists, Jains and materialistic philosophers about the existence and nature of God and of the human soul, the nature of knowledge, and the theory of language.
RELST	3416	This course explores the Zen&#039;s central religious, historical and aesthetic developments. We read primary sources in translation and secondary sources. We examine the rise of the Ch&#039;an tradition in China and the development of Northern and Southern Schools. In Japan, we examine the establishment of Zen in the Kamakura period, through the development of both Rinzai and Soto Zen, and early transmissions of Chinese texts and practices to Japan through Japanese emissaries. We study the lives and writings of Eisai and Dôgen, and explore how their works influenced later developments in Zen. Next we read works by Hakuin. Last, we study how Zen is implicated in Japanese fascism and later, postwar identity discourses. Finally, we look at Zen in an American context.
RELST	3720	This course focuses on how Biblical texts represent women in ancient Israel, and how the Bible&#039;s representations constitute both a fabrication and a manifestation of social life on the ground.  We will use biblical, archaeological, and ancient Near Eastern textual evidence to consider the complicated relationship between ancient society and the textual and material records from which we reconstruct it. In addition, this course will examine how women&#039;s roles in the Hebrew Bible have been understood and integrated in later Jewish and Christian thought, and how these discourses shape contemporary American attitudes towards women, sexuality, and gender.
RELST	3738	Have you ever been asked &#039;who are you&#039; or &#039;which group do you belong to&#039;? You would have noted how the answer shifts according to who is asking, in which context, etc. While everyone is unique, the possible replies in any one situation are largely defined at the level of society. What is less often realized, however, is that identity shows in particular in ways of doing: what and how one eats; what one wears and when; how one moves in a space. Archaeology is in a unique position to investigate these questions, and the Greek and Roman worlds offer a fruitful test ground, both because of their varied evidence, and because of their peculiar echoing in the modern world and its manifold identities. This course will address current theories about identity and its formation, discuss the various facets of identity (e.g. gender, citizenship, ethnicity) in the Greek and Roman worlds, and introduce tools for studying identity in the past.
RELST	3888	This course explores the interactions between Jews, Christians, and other religious groups in late antiquity, especially in Sasanian Persia circa the first through seventh century C.E. Students pay particular attention to the portrayals of Christians in Jewish rabbinic literature, including Midrash and Talmud, but also draw from early Christian, Zoroastrian, Manichaean, and other sources. There will be an emphasis on the reading of primary texts in translation in their appropriate historical contexts, and in comparison with one another. Students engage such questions as: How did Jews define themselves in relation to Christians, and vice versa? In what ways did Jews and Christians part ways with one another, as scholars often maintain, and what were the factors at play in their separation? And, lastly, what role did other religious and political groups, such as Gnostics, Zoroastrians, Romans, Mandaeans, Manichaeans, and early Muslims play in these developments?
RELST	4100	Reading and translation of Latin philosophical texts.
RELST	4102	Seminar covering a topic in Biblical Hebrew prose.
RELST	4351	Topic Spring 22: Spiral Relief Columns. In this seminar, we will consider the Roman medium of the spiral relief column (beginning with the Columns of Trajan and Marcus Aurelius) and its reception in Constantinople (the Columns of Theodosius and Arcadius, and perhaps the Joshua Roll) and beyond (the Bernward Column in Hildesheim and the Vendôme Column in Paris, for example).
RELST	4742	Martyrdom is one of the most troubling legacies of monotheistic belief. The idea and the practice of martyrdom remain with us, despite the inroads of secularization into every other aspect of Judaism and Christianity. Thanks to the global reach of mass media, martyrs continually intrude upon our consciousness. The willingness to make the ultimate sacrifice inspires, enrages and terrifies us. Where did this controversial ideal originate and why has it gained such enormous cultural power? This course examines the beginnings of martyrdom in the ancient Mediterranean, the cradle of Christianity and rabbinic Judaism. Looking closely at the historical context - the intellectual, social and political developments — that gave rise to the iconic figure of the martyr in the world of late antiquity, we will explore how men and women came to embrace the opportunity of &quot;dying for God,&quot; and why the cult of martyrdom became a public institution. Ancient people viewed the spectacle of martyrdom with an equal measure of admiration and alarm; looking closely at evidence of their ambivalence, we will gain some perspective on our own mixed feelings about this deeply disconcerting phenomenon.
RELST	4767	How does nature and the environment shape religious traditions?   And what impacts do religious thought and practice have on the environment?   These two questions are at the heart of this seminar in which we will explore the many relationships between religion and the environment throughout history and in our present time.   Water, weather, trees, stones, fire, mountains, deserts, and animals are some of the ecological features we will discuss in connection with religious traditions across time and space.   Readings will include scriptural texts from world religions, archival sources like historical newspapers and documents, and ancient and modern poetry and fiction in dialogue with writings by eco-critics, environmental historians, and naturalists.   Material culture will also be important for our work together.
RELST	4991	For undergraduates who wish to obtain research experience or do extensive reading on a special topic. Students select a topic in consultation with the faculty member who has agreed to supervise the course.
RELST	4995	RELST 4995 is the first course in the Honors two-part sequence. The Honors Program is open to Religious Studies majors who have done superior work and who wish to devote a substantial part of their senior year to advanced, specialized, independent research and writing of a thesis. Successfully completing an honors thesis will require sustained interest, exceptional ability, diligence, and enthusiasm. While admissions to the Honors Program and completion of a thesis do not guarantee that students will be awarded honors in Religious Studies, most students find the experience as intellectually rewarding as it is rigorous.
RELST	4996	RELST 4996 is the second course in the Honors two-part sequence. The Honors Program is open to Religious Studies majors who have done superior work and who wish to devote a substantial part of their senior year to advanced, specialized, independent research and writing of a thesis. Successfully completing an honors thesis will require sustained interest, exceptional ability, diligence, and enthusiasm. While admissions to the Honors Program and completion of a thesis do not guarantee that students will be awarded honors in Religious Studies, most students find the experience as intellectually rewarding as it is rigorous.
RELST	6020	Reading and translation of Latin philosophical texts.
RELST	6210	Graduate seminar covering a topic in medieval philosophy.
RELST	6351	Seminar topics rotate each semester.
RELST	6425	This course begins with a word - mysticism - that doesn&#039;t work, and for good reason: for the authors variously associated with the mythical traditions of medieval Christianity, words are necessary failures.  They snap at the point where they endure the greatest tension.  We&#039;ll witness together the limits of language in some of the most provocative so-called mystics of the medieval West, including Bonaventure of Bagnoregio, Catherine of Siena, Marguerite Porete, Meister Eckhart, and Thomas Aquinas, and the roots of their extraordinary speech in earlier thinkers such as Augustine, Pseudo-Dionysius, and Bernard of Clairvaux.  Along the way, we&#039;ll ask what language has to do with love, and what each of these might have to do with God, whose name (for these writers) is never one.
RELST	6616	This course explores the Zen&#039;s central religious, historical and aesthetic developments. We read primary sources in translation and secondary sources. We examine the rise of the Ch&#039;an tradition in China and the development of Northern and Southern Schools. In Japan, we examine the establishment of Zen in the Kamakura period, through the development of both Rinzai and Soto Zen, and early transmissions of Chinese texts and practices to Japan through Japanese emissaries. We study the lives and writings of Eisai and Dôgen, and explore how their works influenced later developments in Zen. Next we read works by Hakuin. Last, we study how Zen is implicated in Japanese fascism and later, postwar identity discourses. Finally, we look at Zen in an American context. This course is being taught both as an integrated arts in the curriculum course in collaboration with the Johnson Art Museum and is also part of a &quot;Internationalizing the Cornell Curriculum.&quot;  An optional 10-day trip to Japan to spend time in Zen temples and a monastery will be offered to students.  Furthermore, students studying Japanese  language can sign up for an optional 1-credit language course exploring Zen practice and arts vocabulary (JAPAN 2216).
RELST	6720	This course focuses on how Biblical texts represent women in ancient Israel, and how the Bible&#039;s representations constitute both a fabrication and a manifestation of social life on the ground.  We will use biblical, archaeological, and ancient Near Eastern textual evidence to consider the complicated relationship between ancient society and the textual and material records from which we reconstruct it. In addition, this course will examine how women&#039;s roles in the Hebrew Bible have been understood and integrated in later Jewish and Christian thought, and how these discourses shape contemporary American attitudes towards women, sexuality, and gender. 
RELST	6742	Martyrdom is one of the most troubling legacies of monotheistic belief. The idea and the practice of martyrdom remain with us, despite the inroads of secularization into every other aspect of Judaism and Christianity. Thanks to the global reach of mass media, martyrs continually intrude upon our consciousness. The willingness to make the ultimate sacrifice inspires, enrages and terrifies us. Where did this controversial ideal originate and why has it gained such enormous cultural power? This course examines the beginnings of martyrdom in the ancient Mediterranean, the cradle of Christianity and rabbinic Judaism. Looking closely at the historical context - the intellectual, social and political developments — that gave rise to the iconic figure of the martyr in the world of late antiquity, we will explore how men and women came to embrace the opportunity of &quot;dying for God,&quot; and why the cult of martyrdom became a public institution. Ancient people viewed the spectacle of martyrdom with an equal measure of admiration and alarm; looking closely at evidence of their ambivalence, we will gain some perspective on our own mixed feelings about this deeply disconcerting phenomenon.
RELST	6767	How does nature and the environment shape religious traditions?   And what impacts do religious thought and practice have on the environment?   These two questions are at the heart of this seminar in which we will explore the many relationships between religion and the environment throughout history and in our present time.   Water, weather, trees, stones, fire, mountains, deserts, and animals are some of the ecological features we will discuss in connection with religious traditions across time and space.   Readings will include scriptural texts from world religions, archival sources like historical newspapers and documents, and ancient and modern poetry and fiction in dialogue with writings by eco-critics, environmental historians, and naturalists.   Material culture will also be important for our work together.
RELST	6888	This course explores the interactions between Jews, Christians, and other religious groups in late antiquity, especially in Sasanian Persia circa the first through seventh century C.E. Students pay particular attention to the portrayals of Christians in Jewish rabbinic literature, including Midrash and Talmud, but also draw from early Christian, Zoroastrian, Manichaean, and other sources. There will be an emphasis on the reading of primary texts in translation in their appropriate historical contexts, and in comparison with one another. Students engage such questions as: How did Jews define themselves in relation to Christians, and vice versa? In what ways did Jews and Christians part ways with one another, as scholars often maintain, and what were the factors at play in their separation? And, lastly, what role did other religious and political groups, such as Gnostics, Zoroastrians, Romans, Mandaeans, Manichaeans, and early Muslims play in these developments?
ROMS	1102	We tell stories for many reasons: to entertain; to seduce; to complain; to think. This course draws upon the literatures and cultures of the romance languages to explore the role of narrative in our construction and understanding of the world.
ROMS	1108	What is a culture, and how do we know one when we see it?  This course draws upon the histories and texts of French, Spanish, Italian, and/or Portuguese speaking worlds to discuss issues of identity, difference, politics, place, and community.
ROMS	1109	What kind of information do images - in photography, painting, and/or film - convey?  What kind of impact do they have on the minds and the bodies of their audiences?  This course foregrounds the role of visual culture in the societies where Spanish, French, Portuguese, and/or Italian is spoken, and it asks students to dwell upon how visual material interacts with spoken and written language.
ROMS	1113	Some of the most important and intriguing thinkers, from the Middle Ages to postmodernity, have done their thinking in the romance languages.  This course explores a body of work that would be called philosophical by some, theoretical by others, and that, beyond these names, struggles to articulate fundamental concepts, problems, discourses, and situations.
ROMS	1114	What allows us to make assumptions about people based on the way they speak or dress? How can we understand the deeper meaning of a fairy tale or an episode of The Simpsons? What does macaroni and cheese mean, and why is it not on the menu at most upscale Manhattan eateries? This seminar introduces semiotics, the study of signs and the meaning-bearing sign systems they form; sign systems that include not only human language but also literature, painting, sculpture, film, music, dance and also such aspects of popular culture as advertising, fashion, food, and television, to name just a few. The diversity of semiotic systems provides many possibilities for thinking and writing critically about the world we live in.
